obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,agent,act
370.074,370.81284,357.9367,0.01246615,0.01246615,0.01246615,0.0,0.1954,0.4563,22.786,214.294,A_ctrl,2
370.074,370.81284,357.9367,0.01246615,0.01246615,0.01246615,0.0,0.1954,0.4563,22.786,214.294,B_ctrl,3
370.074,370.81284,357.9367,0.01246615,0.01246615,0.01246615,0.0,0.1954,0.4563,22.786,214.294,C_ctrl,6
370.074,370.81284,357.9367,0.01246615,0.01246615,0.01246615,0.0,0.1954,0.4563,22.786,214.294,EMS,8
365.49124,350.42184,366.28687,0.0132147,0.0169647,0.0132147,0.0,0.2011,0.4848,20.508,181.111,A_ctrl,2
365.49124,350.42184,366.28687,0.0132147,0.0169647,0.0132147,0.0,0.2011,0.4848,20.508,181.111,B_ctrl,3
365.49124,350.42184,366.28687,0.0132147,0.0169647,0.0132147,0.0,0.2011,0.4848,20.508,181.111,C_ctrl,3
365.49124,350.42184,366.28687,0.0132147,0.0169647,0.0132147,0.0,0.2011,0.4848,20.508,181.111,EMS,8
345.9746,349.40854,353.75455,0.01155555,0.01530555,0.01530555,0.0,0.2066,0.4749,15.098,206.573,A_ctrl,2
345.9746,349.40854,353.75455,0.01155555,0.01530555,0.01530555,0.0,0.2066,0.4749,15.098,206.573,B_ctrl,3
345.9746,349.40854,353.75455,0.01155555,0.01530555,0.01530555,0.0,0.2066,0.4749,15.098,206.573,C_ctrl,6
345.9746,349.40854,353.75455,0.01155555,0.01530555,0.01530555,0.0,0.2066,0.4749,15.098,206.573,EMS,8
340.69684,348.67737,364.66702,0.01282865,0.01657865,0.01282865,0.0,0.214,0.4849,18.773,197.224,A_ctrl,3
340.69684,348.67737,364.66702,0.01282865,0.01657865,0.01282865,0.0,0.214,0.4849,18.773,197.224,B_ctrl,1
340.69684,348.67737,364.66702,0.01282865,0.01657865,0.01282865,0.0,0.214,0.4849,18.773,197.224,C_ctrl,4
340.69684,348.67737,364.66702,0.01282865,0.01657865,0.01282865,0.0,0.214,0.4849,18.773,197.224,EMS,8
354.18875,355.37042,364.98618,0.0161112,0.0086112,0.0198612,0.0,0.1971,0.4723,14.847,195.571,A_ctrl,2
354.18875,355.37042,364.98618,0.0161112,0.0086112,0.0198612,0.0,0.1971,0.4723,14.847,195.571,B_ctrl,3
354.18875,355.37042,364.98618,0.0161112,0.0086112,0.0198612,0.0,0.1971,0.4723,14.847,195.571,C_ctrl,4
354.18875,355.37042,364.98618,0.0161112,0.0086112,0.0198612,0.0,0.1971,0.4723,14.847,195.571,EMS,8
351.41193,349.88345,366.48895,0.01227855,0.01602855,0.01977855,0.0,0.2072,0.4991,11.406,213.108,A_ctrl,2
351.41193,349.88345,366.48895,0.01227855,0.01602855,0.01977855,0.0,0.2072,0.4991,11.406,213.108,B_ctrl,3
351.41193,349.88345,366.48895,0.01227855,0.01602855,0.01977855,0.0,0.2072,0.4991,11.406,213.108,C_ctrl,4
351.41193,349.88345,366.48895,0.01227855,0.01602855,0.01977855,0.0,0.2072,0.4991,11.406,213.108,EMS,8
343.08517,356.04285,358.50122,0.0131554,0.0169054,0.0206554,0.0,0.2012,0.5005,19.325,202.276,A_ctrl,2
343.08517,356.04285,358.50122,0.0131554,0.0169054,0.0206554,0.0,0.2012,0.5005,19.325,202.276,B_ctrl,0
343.08517,356.04285,358.50122,0.0131554,0.0169054,0.0206554,0.0,0.2012,0.5005,19.325,202.276,C_ctrl,5
343.08517,356.04285,358.50122,0.0131554,0.0169054,0.0206554,0.0,0.2012,0.5005,19.325,202.276,EMS,8
359.65988,336.10086,370.52994,0.0126138,0.0051138,0.0163638,0.0,0.1992,0.4998,17.867,218.08,A_ctrl,2
359.65988,336.10086,370.52994,0.0126138,0.0051138,0.0163638,0.0,0.1992,0.4998,17.867,218.08,B_ctrl,2
359.65988,336.10086,370.52994,0.0126138,0.0051138,0.0163638,0.0,0.1992,0.4998,17.867,218.08,C_ctrl,6
359.65988,336.10086,370.52994,0.0126138,0.0051138,0.0163638,0.0,0.1992,0.4998,17.867,218.08,EMS,5
357.52643,352.49268,362.53455,0.013404,0.013404,0.013404,0.0,0.2022,0.4771,6.15,200.516,A_ctrl,2
357.52643,352.49268,362.53455,0.013404,0.013404,0.013404,0.0,0.2022,0.4771,6.15,200.516,B_ctrl,6
357.52643,352.49268,362.53455,0.013404,0.013404,0.013404,0.0,0.2022,0.4771,6.15,200.516,C_ctrl,4
357.52643,352.49268,362.53455,0.013404,0.013404,0.013404,0.0,0.2022,0.4771,6.15,200.516,EMS,8
360.33627,347.40887,369.2082,0.0125258,0.0125258,0.0200258,0.0,0.2003,0.5026,13.674,187.219,A_ctrl,1
360.33627,347.40887,369.2082,0.0125258,0.0125258,0.0200258,0.0,0.2003,0.5026,13.674,187.219,B_ctrl,2
360.33627,347.40887,369.2082,0.0125258,0.0125258,0.0200258,0.0,0.2003,0.5026,13.674,187.219,C_ctrl,6
360.33627,347.40887,369.2082,0.0125258,0.0125258,0.0200258,0.0,0.2003,0.5026,13.674,187.219,EMS,8
350.87906,359.7239,355.7826,0.00811095,0.01186095,0.01186095,0.0,0.2006,0.5002,18.5,191.017,A_ctrl,1
350.87906,359.7239,355.7826,0.00811095,0.01186095,0.01186095,0.0,0.2006,0.5002,18.5,191.017,B_ctrl,3
350.87906,359.7239,355.7826,0.00811095,0.01186095,0.01186095,0.0,0.2006,0.5002,18.5,191.017,C_ctrl,8
350.87906,359.7239,355.7826,0.00811095,0.01186095,0.01186095,0.0,0.2006,0.5002,18.5,191.017,EMS,8
349.00772,360.80063,359.73932,0.00830085,0.01580085,0.005,0.0,0.198,0.482,18.081,198.677,A_ctrl,1
349.00772,360.80063,359.73932,0.00830085,0.01580085,0.005,0.0,0.198,0.482,18.081,198.677,B_ctrl,7
349.00772,360.80063,359.73932,0.00830085,0.01580085,0.005,0.0,0.198,0.482,18.081,198.677,C_ctrl,5
349.00772,360.80063,359.73932,0.00830085,0.01580085,0.005,0.0,0.198,0.482,18.081,198.677,EMS,8
361.92444,376.25076,374.048,0.00868385,0.00868385,0.01618385,0.0,0.193,0.4996,17.207,192.161,A_ctrl,3
361.92444,376.25076,374.048,0.00868385,0.00868385,0.01618385,0.0,0.193,0.4996,17.207,192.161,B_ctrl,6
361.92444,376.25076,374.048,0.00868385,0.00868385,0.01618385,0.0,0.193,0.4996,17.207,192.161,C_ctrl,6
361.92444,376.25076,374.048,0.00868385,0.00868385,0.01618385,0.0,0.193,0.4996,17.207,192.161,EMS,8
363.78476,370.7829,364.47787,0.01585805,0.01210805,0.01210805,0.0,0.1923,0.5051,11.595,174.212,A_ctrl,1
363.78476,370.7829,364.47787,0.01585805,0.01210805,0.01210805,0.0,0.1923,0.5051,11.595,174.212,B_ctrl,3
363.78476,370.7829,364.47787,0.01585805,0.01210805,0.01210805,0.0,0.1923,0.5051,11.595,174.212,C_ctrl,7
363.78476,370.7829,364.47787,0.01585805,0.01210805,0.01210805,0.0,0.1923,0.5051,11.595,174.212,EMS,8
357.85892,362.6397,386.5709,0.0074606,0.0149606,0.0074606,0.0,0.2033,0.5087,6.527,190.979,A_ctrl,1
357.85892,362.6397,386.5709,0.0074606,0.0149606,0.0074606,0.0,0.2033,0.5087,6.527,190.979,B_ctrl,6
357.85892,362.6397,386.5709,0.0074606,0.0149606,0.0074606,0.0,0.2033,0.5087,6.527,190.979,C_ctrl,4
357.85892,362.6397,386.5709,0.0074606,0.0149606,0.0074606,0.0,0.2033,0.5087,6.527,190.979,EMS,8
344.66928,367.78455,361.5926,0.00829895,0.01204895,0.01954895,0.0,0.1986,0.5064,4.713,190.941,A_ctrl,2
344.66928,367.78455,361.5926,0.00829895,0.01204895,0.01954895,0.0,0.1986,0.5064,4.713,190.941,B_ctrl,8
344.66928,367.78455,361.5926,0.00829895,0.01204895,0.01954895,0.0,0.1986,0.5064,4.713,190.941,C_ctrl,0
344.66928,367.78455,361.5926,0.00829895,0.01204895,0.01954895,0.0,0.1986,0.5064,4.713,190.941,EMS,8
356.5868,368.5936,354.15024,0.01204705,0.005,0.005,0.0,0.197,0.5091,11.261,225.217,A_ctrl,3
356.5868,368.5936,354.15024,0.01204705,0.005,0.005,0.0,0.197,0.5091,11.261,225.217,B_ctrl,6
356.5868,368.5936,354.15024,0.01204705,0.005,0.005,0.0,0.197,0.5091,11.261,225.217,C_ctrl,6
356.5868,368.5936,354.15024,0.01204705,0.005,0.005,0.0,0.197,0.5091,11.261,225.217,EMS,8
355.88763,352.3194,347.71002,0.01751085,0.01376085,0.01376085,0.0,0.2,0.5223,10.868,212.82,A_ctrl,7
355.88763,352.3194,347.71002,0.01751085,0.01376085,0.01376085,0.0,0.2,0.5223,10.868,212.82,B_ctrl,6
355.88763,352.3194,347.71002,0.01751085,0.01376085,0.01376085,0.0,0.2,0.5223,10.868,212.82,C_ctrl,4
355.88763,352.3194,347.71002,0.01751085,0.01376085,0.01376085,0.0,0.2,0.5223,10.868,212.82,EMS,8
371.46146,355.19547,359.89865,0.009391,0.013141,0.020641,0.0,0.204,0.5212,14.869,170.547,A_ctrl,2
371.46146,355.19547,359.89865,0.009391,0.013141,0.020641,0.0,0.204,0.5212,14.869,170.547,B_ctrl,2
371.46146,355.19547,359.89865,0.009391,0.013141,0.020641,0.0,0.204,0.5212,14.869,170.547,C_ctrl,7
371.46146,355.19547,359.89865,0.009391,0.013141,0.020641,0.0,0.204,0.5212,14.869,170.547,EMS,8
357.79294,361.57578,366.73682,0.01102735,0.01102735,0.00727735,0.0,0.2009,0.4815,13.418,174.281,A_ctrl,2
357.79294,361.57578,366.73682,0.01102735,0.01102735,0.00727735,0.0,0.2009,0.4815,13.418,174.281,B_ctrl,5
357.79294,361.57578,366.73682,0.01102735,0.01102735,0.00727735,0.0,0.2009,0.4815,13.418,174.281,C_ctrl,7
357.79294,361.57578,366.73682,0.01102735,0.01102735,0.00727735,0.0,0.2009,0.4815,13.418,174.281,EMS,8
352.1113,373.9559,354.67712,0.01121405,0.01496405,0.00746405,0.0,0.1967,0.5083,6.767,157.706,A_ctrl,5
352.1113,373.9559,354.67712,0.01121405,0.01496405,0.00746405,0.0,0.1967,0.5083,6.767,157.706,B_ctrl,6
352.1113,373.9559,354.67712,0.01121405,0.01496405,0.00746405,0.0,0.1967,0.5083,6.767,157.706,C_ctrl,3
352.1113,373.9559,354.67712,0.01121405,0.01496405,0.00746405,0.0,0.1967,0.5083,6.767,157.706,EMS,6
379.18,379.2597,371.71243,0.0141353,0.0103853,0.0141353,0.0,0.2061,0.5109,0.742,170.09,A_ctrl,0
379.18,379.2597,371.71243,0.0141353,0.0103853,0.0141353,0.0,0.2061,0.5109,0.742,170.09,B_ctrl,6
379.18,379.2597,371.71243,0.0141353,0.0103853,0.0141353,0.0,0.2061,0.5109,0.742,170.09,C_ctrl,7
379.18,379.2597,371.71243,0.0141353,0.0103853,0.0141353,0.0,0.2061,0.5109,0.742,170.09,EMS,6
348.1504,366.68747,368.65436,0.005,0.0110045,0.0072545,0.0,0.2079,0.4962,4.926,176.262,A_ctrl,0
348.1504,366.68747,368.65436,0.005,0.0110045,0.0072545,0.0,0.2079,0.4962,4.926,176.262,B_ctrl,6
348.1504,366.68747,368.65436,0.005,0.0110045,0.0072545,0.0,0.2079,0.4962,4.926,176.262,C_ctrl,4
348.1504,366.68747,368.65436,0.005,0.0110045,0.0072545,0.0,0.2079,0.4962,4.926,176.262,EMS,5
351.4013,379.99182,371.98312,0.005,0.0113131,0.0188131,0.0,0.2025,0.5157,7.189,187.505,A_ctrl,4
351.4013,379.99182,371.98312,0.005,0.0113131,0.0188131,0.0,0.2025,0.5157,7.189,187.505,B_ctrl,6
351.4013,379.99182,371.98312,0.005,0.0113131,0.0188131,0.0,0.2025,0.5157,7.189,187.505,C_ctrl,4
351.4013,379.99182,371.98312,0.005,0.0113131,0.0188131,0.0,0.2025,0.5157,7.189,187.505,EMS,8
368.53906,359.00662,376.1676,0.01937525,0.01187525,0.01937525,0.0,0.2049,0.5282,4.695,160.61,A_ctrl,0
368.53906,359.00662,376.1676,0.01937525,0.01187525,0.01937525,0.0,0.2049,0.5282,4.695,160.61,B_ctrl,6
368.53906,359.00662,376.1676,0.01937525,0.01187525,0.01937525,0.0,0.2049,0.5282,4.695,160.61,C_ctrl,0
368.53906,359.00662,376.1676,0.01937525,0.01187525,0.01937525,0.0,0.2049,0.5282,4.695,160.61,EMS,8
344.99268,379.72443,359.3833,0.005,0.0105305,0.005,0.0,0.2062,0.5058,2.44,156.32,A_ctrl,0
344.99268,379.72443,359.3833,0.005,0.0105305,0.005,0.0,0.2062,0.5058,2.44,156.32,B_ctrl,6
344.99268,379.72443,359.3833,0.005,0.0105305,0.005,0.0,0.2062,0.5058,2.44,156.32,C_ctrl,8
344.99268,379.72443,359.3833,0.005,0.0105305,0.005,0.0,0.2062,0.5058,2.44,156.32,EMS,8
346.8415,366.94632,373.14838,0.005,0.010316,0.005,0.0,0.2057,0.5209,6.239,134.724,A_ctrl,1
346.8415,366.94632,373.14838,0.005,0.010316,0.005,0.0,0.2057,0.5209,6.239,134.724,B_ctrl,0
346.8415,366.94632,373.14838,0.005,0.010316,0.005,0.0,0.2057,0.5209,6.239,134.724,C_ctrl,0
346.8415,366.94632,373.14838,0.005,0.010316,0.005,0.0,0.2057,0.5209,6.239,134.724,EMS,8
355.3342,363.0341,368.67355,0.0054862,0.005,0.005,0.0,0.2031,0.5092,2.119,158.387,A_ctrl,2
355.3342,363.0341,368.67355,0.0054862,0.005,0.005,0.0,0.2031,0.5092,2.119,158.387,B_ctrl,3
355.3342,363.0341,368.67355,0.0054862,0.005,0.005,0.0,0.2031,0.5092,2.119,158.387,C_ctrl,0
355.3342,363.0341,368.67355,0.0054862,0.005,0.005,0.0,0.2031,0.5092,2.119,158.387,EMS,8
354.58102,367.5622,351.78897,0.01041935,0.01416935,0.005,0.0,0.203,0.5125,1.181,146.254,A_ctrl,1
354.58102,367.5622,351.78897,0.01041935,0.01416935,0.005,0.0,0.203,0.5125,1.181,146.254,B_ctrl,6
354.58102,367.5622,351.78897,0.01041935,0.01416935,0.005,0.0,0.203,0.5125,1.181,146.254,C_ctrl,8
354.58102,367.5622,351.78897,0.01041935,0.01416935,0.005,0.0,0.203,0.5125,1.181,146.254,EMS,8
383.16516,386.83603,389.50052,0.0060627,0.0098127,0.005,0.0,0.2026,0.5347,5.58,149.159,A_ctrl,1
383.16516,386.83603,389.50052,0.0060627,0.0098127,0.005,0.0,0.2026,0.5347,5.58,149.159,B_ctrl,0
383.16516,386.83603,389.50052,0.0060627,0.0098127,0.005,0.0,0.2026,0.5347,5.58,149.159,C_ctrl,1
383.16516,386.83603,389.50052,0.0060627,0.0098127,0.005,0.0,0.2026,0.5347,5.58,149.159,EMS,8
367.2732,364.66843,354.0896,0.00620795,0.005,0.00620795,0.0,0.1945,0.5152,1.732,141.755,A_ctrl,4
367.2732,364.66843,354.0896,0.00620795,0.005,0.00620795,0.0,0.1945,0.5152,1.732,141.755,B_ctrl,6
367.2732,364.66843,354.0896,0.00620795,0.005,0.00620795,0.0,0.1945,0.5152,1.732,141.755,C_ctrl,3
367.2732,364.66843,354.0896,0.00620795,0.005,0.00620795,0.0,0.1945,0.5152,1.732,141.755,EMS,8
377.72446,364.21555,358.71936,0.01708775,0.00958775,0.01333775,0.0,0.2035,0.5259,4.698,153.665,A_ctrl,7
377.72446,364.21555,358.71936,0.01708775,0.00958775,0.01333775,0.0,0.2035,0.5259,4.698,153.665,B_ctrl,6
377.72446,364.21555,358.71936,0.01708775,0.00958775,0.01333775,0.0,0.2035,0.5259,4.698,153.665,C_ctrl,3
377.72446,364.21555,358.71936,0.01708775,0.00958775,0.01333775,0.0,0.2035,0.5259,4.698,153.665,EMS,1
380.04233,378.25598,364.62656,0.00643325,0.01018325,0.01393325,0.02375,0.1932,0.5032,4.594,122.43,A_ctrl,2
380.04233,378.25598,364.62656,0.00643325,0.01018325,0.01393325,0.02375,0.1932,0.5032,4.594,122.43,B_ctrl,6
380.04233,378.25598,364.62656,0.00643325,0.01018325,0.01393325,0.02375,0.1932,0.5032,4.594,122.43,C_ctrl,3
380.04233,378.25598,364.62656,0.00643325,0.01018325,0.01393325,0.02375,0.1932,0.5032,4.594,122.43,EMS,1
377.39365,377.12866,383.0525,0.0086215,0.0086215,0.0123715,0.0475,0.196,0.5411,0.0,123.218,A_ctrl,7
377.39365,377.12866,383.0525,0.0086215,0.0086215,0.0123715,0.0475,0.196,0.5411,0.0,123.218,B_ctrl,6
377.39365,377.12866,383.0525,0.0086215,0.0086215,0.0123715,0.0475,0.196,0.5411,0.0,123.218,C_ctrl,3
377.39365,377.12866,383.0525,0.0086215,0.0086215,0.0123715,0.0475,0.196,0.5411,0.0,123.218,EMS,8
387.57233,384.2303,366.5665,0.005,0.0086609,0.0124109,0.012412281,0.2065,0.5291,0.37,175.761,A_ctrl,1
387.57233,384.2303,366.5665,0.005,0.0086609,0.0124109,0.012412281,0.2065,0.5291,0.37,175.761,B_ctrl,6
387.57233,384.2303,366.5665,0.005,0.0086609,0.0124109,0.012412281,0.2065,0.5291,0.37,175.761,C_ctrl,3
387.57233,384.2303,366.5665,0.005,0.0086609,0.0124109,0.012412281,0.2065,0.5291,0.37,175.761,EMS,8
345.92975,377.0297,358.30197,0.00753805,0.01128805,0.01503805,0.0,0.2042,0.5217,9.759,123.96,A_ctrl,5
345.92975,377.0297,358.30197,0.00753805,0.01128805,0.01503805,0.0,0.2042,0.5217,9.759,123.96,B_ctrl,3
345.92975,377.0297,358.30197,0.00753805,0.01128805,0.01503805,0.0,0.2042,0.5217,9.759,123.96,C_ctrl,3
345.92975,377.0297,358.30197,0.00753805,0.01128805,0.01503805,0.0,0.2042,0.5217,9.759,123.96,EMS,3
360.885,375.31076,368.74686,0.012448,0.012448,0.012448,0.007916667,0.2074,0.5298,0.0,120.47,A_ctrl,5
360.885,375.31076,368.74686,0.012448,0.012448,0.012448,0.007916667,0.2074,0.5298,0.0,120.47,B_ctrl,6
360.885,375.31076,368.74686,0.012448,0.012448,0.012448,0.007916667,0.2074,0.5298,0.0,120.47,C_ctrl,3
360.885,375.31076,368.74686,0.012448,0.012448,0.012448,0.007916667,0.2074,0.5298,0.0,120.47,EMS,8
378.56104,380.7023,356.9163,0.0122735,0.0085235,0.0122735,0.0,0.1986,0.5104,0.0,166.614,A_ctrl,2
378.56104,380.7023,356.9163,0.0122735,0.0085235,0.0122735,0.0,0.1986,0.5104,0.0,166.614,B_ctrl,6
378.56104,380.7023,356.9163,0.0122735,0.0085235,0.0122735,0.0,0.1986,0.5104,0.0,166.614,C_ctrl,1
378.56104,380.7023,356.9163,0.0122735,0.0085235,0.0122735,0.0,0.1986,0.5104,0.0,166.614,EMS,8
360.97415,380.10297,353.5735,0.0108307,0.0108307,0.0070807,0.0,0.1942,0.5367,0.0,178.069,A_ctrl,2
360.97415,380.10297,353.5735,0.0108307,0.0108307,0.0070807,0.0,0.1942,0.5367,0.0,178.069,B_ctrl,6
360.97415,380.10297,353.5735,0.0108307,0.0108307,0.0070807,0.0,0.1942,0.5367,0.0,178.069,C_ctrl,1
360.97415,380.10297,353.5735,0.0108307,0.0108307,0.0070807,0.0,0.1942,0.5367,0.0,178.069,EMS,8
366.6075,370.5068,357.3571,0.01140345,0.01140345,0.00765345,0.0,0.1988,0.5221,2.02,118.137,A_ctrl,0
366.6075,370.5068,357.3571,0.01140345,0.01140345,0.00765345,0.0,0.1988,0.5221,2.02,118.137,B_ctrl,1
366.6075,370.5068,357.3571,0.01140345,0.01140345,0.00765345,0.0,0.1988,0.5221,2.02,118.137,C_ctrl,3
366.6075,370.5068,357.3571,0.01140345,0.01140345,0.00765345,0.0,0.1988,0.5221,2.02,118.137,EMS,8
367.4607,364.0055,391.19733,0.005,0.005,0.01215685,0.0,0.2005,0.5236,1.883,121.013,A_ctrl,0
367.4607,364.0055,391.19733,0.005,0.005,0.01215685,0.0,0.2005,0.5236,1.883,121.013,B_ctrl,4
367.4607,364.0055,391.19733,0.005,0.005,0.01215685,0.0,0.2005,0.5236,1.883,121.013,C_ctrl,0
367.4607,364.0055,391.19733,0.005,0.005,0.01215685,0.0,0.2005,0.5236,1.883,121.013,EMS,7
368.01276,371.8926,369.03632,0.005,0.01605065,0.005,0.0,0.2004,0.5211,1.004,132.858,A_ctrl,0
368.01276,371.8926,369.03632,0.005,0.01605065,0.005,0.0,0.2004,0.5211,1.004,132.858,B_ctrl,6
368.01276,371.8926,369.03632,0.005,0.01605065,0.005,0.0,0.2004,0.5211,1.004,132.858,C_ctrl,7
368.01276,371.8926,369.03632,0.005,0.01605065,0.005,0.0,0.2004,0.5211,1.004,132.858,EMS,8
364.1264,380.20508,383.04224,0.005,0.0091429,0.0053929,0.0,0.2057,0.5205,7.536,149.922,A_ctrl,0
364.1264,380.20508,383.04224,0.005,0.0091429,0.0053929,0.0,0.2057,0.5205,7.536,149.922,B_ctrl,4
364.1264,380.20508,383.04224,0.005,0.0091429,0.0053929,0.0,0.2057,0.5205,7.536,149.922,C_ctrl,0
364.1264,380.20508,383.04224,0.005,0.0091429,0.0053929,0.0,0.2057,0.5205,7.536,149.922,EMS,8
363.31805,359.8359,352.3874,0.005,0.0174961,0.005,0.0,0.0782,0.5336,0.0,109.05,A_ctrl,1
363.31805,359.8359,352.3874,0.005,0.0174961,0.005,0.0,0.0782,0.5336,0.0,109.05,B_ctrl,4
363.31805,359.8359,352.3874,0.005,0.0174961,0.005,0.0,0.0782,0.5336,0.0,109.05,C_ctrl,0
363.31805,359.8359,352.3874,0.005,0.0174961,0.005,0.0,0.0782,0.5336,0.0,109.05,EMS,8
359.14572,367.93332,346.72372,0.005,0.0154525,0.005,0.0,0.0818,0.5295,3.218,120.545,A_ctrl,4
359.14572,367.93332,346.72372,0.005,0.0154525,0.005,0.0,0.0818,0.5295,3.218,120.545,B_ctrl,4
359.14572,367.93332,346.72372,0.005,0.0154525,0.005,0.0,0.0818,0.5295,3.218,120.545,C_ctrl,1
359.14572,367.93332,346.72372,0.005,0.0154525,0.005,0.0,0.0818,0.5295,3.218,120.545,EMS,8
373.93414,372.3005,358.24243,0.01602725,0.01602725,0.005,0.0,0.0751,0.5337,8.944,133.346,A_ctrl,1
373.93414,372.3005,358.24243,0.01602725,0.01602725,0.005,0.0,0.0751,0.5337,8.944,133.346,B_ctrl,4
373.93414,372.3005,358.24243,0.01602725,0.01602725,0.005,0.0,0.0751,0.5337,8.944,133.346,C_ctrl,1
373.93414,372.3005,358.24243,0.01602725,0.01602725,0.005,0.0,0.0751,0.5337,8.944,133.346,EMS,8
361.45776,385.90216,370.9544,0.0054173,0.0166673,0.0054173,0.0,0.0823,0.5273,0.0,126.467,A_ctrl,1
361.45776,385.90216,370.9544,0.0054173,0.0166673,0.0054173,0.0,0.0823,0.5273,0.0,126.467,B_ctrl,7
361.45776,385.90216,370.9544,0.0054173,0.0166673,0.0054173,0.0,0.0823,0.5273,0.0,126.467,C_ctrl,3
361.45776,385.90216,370.9544,0.0054173,0.0166673,0.0054173,0.0,0.0823,0.5273,0.0,126.467,EMS,7
347.99283,381.49872,380.987,0.00507335,0.00507335,0.01257335,0.0,0.08,0.5327,0.0,112.997,A_ctrl,1
347.99283,381.49872,380.987,0.00507335,0.00507335,0.01257335,0.0,0.08,0.5327,0.0,112.997,B_ctrl,0
347.99283,381.49872,380.987,0.00507335,0.00507335,0.01257335,0.0,0.08,0.5327,0.0,112.997,C_ctrl,8
347.99283,381.49872,380.987,0.00507335,0.00507335,0.01257335,0.0,0.08,0.5327,0.0,112.997,EMS,7
368.7721,367.37042,391.0475,0.005,0.005,0.005,0.0,0.0763,0.5236,0.0,115.962,A_ctrl,5
368.7721,367.37042,391.0475,0.005,0.005,0.005,0.0,0.0763,0.5236,0.0,115.962,B_ctrl,0
368.7721,367.37042,391.0475,0.005,0.005,0.005,0.0,0.0763,0.5236,0.0,115.962,C_ctrl,7
368.7721,367.37042,391.0475,0.005,0.005,0.005,0.0,0.0763,0.5236,0.0,115.962,EMS,7
371.8895,369.83505,393.76816,0.0120481,0.005,0.005,0.0,0.0788,0.5503,0.0,93.627,A_ctrl,5
371.8895,369.83505,393.76816,0.0120481,0.005,0.005,0.0,0.0788,0.5503,0.0,93.627,B_ctrl,0
371.8895,369.83505,393.76816,0.0120481,0.005,0.005,0.0,0.0788,0.5503,0.0,93.627,C_ctrl,7
371.8895,369.83505,393.76816,0.0120481,0.005,0.005,0.0,0.0788,0.5503,0.0,93.627,EMS,7
380.33023,371.20056,385.64633,0.01093135,0.005,0.005,0.0,0.0791,0.5125,0.0,112.918,A_ctrl,5
380.33023,371.20056,385.64633,0.01093135,0.005,0.005,0.0,0.0791,0.5125,0.0,112.918,B_ctrl,0
380.33023,371.20056,385.64633,0.01093135,0.005,0.005,0.0,0.0791,0.5125,0.0,112.918,C_ctrl,7
380.33023,371.20056,385.64633,0.01093135,0.005,0.005,0.0,0.0791,0.5125,0.0,112.918,EMS,8
383.86472,377.25262,395.9228,0.0118959,0.005,0.005,0.0,0.0786,0.5409,7.806,111.321,A_ctrl,5
383.86472,377.25262,395.9228,0.0118959,0.005,0.005,0.0,0.0786,0.5409,7.806,111.321,B_ctrl,0
383.86472,377.25262,395.9228,0.0118959,0.005,0.005,0.0,0.0786,0.5409,7.806,111.321,C_ctrl,4
383.86472,377.25262,395.9228,0.0118959,0.005,0.005,0.0,0.0786,0.5409,7.806,111.321,EMS,6
367.48917,359.95047,373.7403,0.01181605,0.005,0.01556605,0.0,0.0889,0.5422,9.797,117.262,A_ctrl,5
367.48917,359.95047,373.7403,0.01181605,0.005,0.01556605,0.0,0.0889,0.5422,9.797,117.262,B_ctrl,0
367.48917,359.95047,373.7403,0.01181605,0.005,0.01556605,0.0,0.0889,0.5422,9.797,117.262,C_ctrl,7
367.48917,359.95047,373.7403,0.01181605,0.005,0.01556605,0.0,0.0889,0.5422,9.797,117.262,EMS,8
385.80118,364.14017,385.81793,0.0121131,0.005,0.005,0.0,0.0795,0.5201,0.0,104.916,A_ctrl,5
385.80118,364.14017,385.81793,0.0121131,0.005,0.005,0.0,0.0795,0.5201,0.0,104.916,B_ctrl,0
385.80118,364.14017,385.81793,0.0121131,0.005,0.005,0.0,0.0795,0.5201,0.0,104.916,C_ctrl,7
385.80118,364.14017,385.81793,0.0121131,0.005,0.005,0.0,0.0795,0.5201,0.0,104.916,EMS,8
373.28497,378.33072,391.6554,0.0114958,0.005,0.005,0.0,0.0788,0.551,10.032,119.027,A_ctrl,5
373.28497,378.33072,391.6554,0.0114958,0.005,0.005,0.0,0.0788,0.551,10.032,119.027,B_ctrl,4
373.28497,378.33072,391.6554,0.0114958,0.005,0.005,0.0,0.0788,0.551,10.032,119.027,C_ctrl,3
373.28497,378.33072,391.6554,0.0114958,0.005,0.005,0.0,0.0788,0.551,10.032,119.027,EMS,8
365.38815,386.55377,365.21902,0.01220135,0.01595135,0.01220135,0.0,0.0695,0.4588,0.639,129.954,A_ctrl,5
365.38815,386.55377,365.21902,0.01220135,0.01595135,0.01220135,0.0,0.0695,0.4588,0.639,129.954,B_ctrl,2
365.38815,386.55377,365.21902,0.01220135,0.01595135,0.01220135,0.0,0.0695,0.4588,0.639,129.954,C_ctrl,3
365.38815,386.55377,365.21902,0.01220135,0.01595135,0.01220135,0.0,0.0695,0.4588,0.639,129.954,EMS,8
380.0761,362.81726,368.32965,0.0127477,0.0089977,0.0127477,0.0,0.0755,0.4587,9.188,112.284,A_ctrl,5
380.0761,362.81726,368.32965,0.0127477,0.0089977,0.0127477,0.0,0.0755,0.4587,9.188,112.284,B_ctrl,6
